error, Description
090557, Error: The DefaultCredentialMapper could not remove the credentials for a deleted application. The application name is applicationName. The component type is componentType. The component name is componentName. The exception is throwable.
090558, Error: The DefaultCredentialMapper could not complete deploying the credentials for the application. The application name is applicationName. The component type is componentType. The component name is componentName. The exception is throwable.
090559, Error: The DefaultCredentialMapper could not decrypt the credentials. The requestor is requestor. The initiator is initiator. The resource is resource. The exception is throwable. One possible cause is that the encrypted credentials from another domain were imported into this domain. If this is the case, use the console to update the imported credentials. Another possible cause is that a RAR with encrypted credentials from another domain was deployed in this domain. If this is the case, change the credentials in the RAR to cleartext then deploy it again in this domain.
090560, Error: Could not load the classType class named className. The exception was t. The class was specified via the property system property value.
090561, Error: Could not instantiate a classType of class className. The exception received is t. The class was specified via the property system property value.
090562, Error: Could not create a classType of class className because it is not assignable as a requiredClass. The class was specified via the property system property value.
090563, Error: Cannot create instance of Hostname Verifier className.
090564, Error: Specified HostnameVerifier class className is invalid. It does not implement weblogic.security.SSL.HostnameVerifier interface.
090565, Warning: The server SSL identity key algorithm keyAlg is not supported.
090566, Warning: The certificate chain received from peer contained a V3 certificate with unrecognized critical extension: oid
090567, Warning: The certificate chain received from peer contained a V3 certificate which key usage constraints forbid its key use by the key agreement algorithm.
090568, Warning: Cannot check key usage constraints of certificate received from peer because of the failure to determine the key agreement algorithm.
090569, Warning: The certificate chain received from peer contained a V3 CA certificate which key usage constraints indicate its key cannot be used to sign certificates.
090570, Error: propName has been specified without enabling the SecurityManager.
090571, Info: Successfully loaded the JACC Policy object using className.
090572, Error: The javax.security.jacc.policy.provider property points to a non-existant className class.
090573, Error: An e exception was thrown while attempting to access className.
090574, Error: An e exception was thrown while attempting to instantiate className.
090575, Error: The policyName class is not an instance of java.security.Policy.
090576, Error: Unable to successfully obtain a PolicyConfigurationFactory.
090577, Info: Successfully obtained a policyConfigurationFactory PolicyConfigurationFactory.
090578, Error: The JACC provider threw a e.
090579, Error: The javax.security.jacc.PolicyConfigurationFactory.provider property points to a non-existant class className.
090580, Error: The CertPathBuilderParameters constructor was passed an illegal realm name.
090581, Error: The CertPathBuilderParameters constructor was passed an illegal CertPathSelector.
090582, Error: The CertPathValidatorParameters constructor was passed an illegal realm name.
090583, Error: The EndCertificateSelector constructor was passed an illegal X509Certificate.
090584, Error: The IssuerDNSerialNumberSelector constructor was passed an illegal issuer DN.
090585, Error: The IssuerDNSerialNumberSelector constructor was passed an illegal serial number.
090586, Error: The SubjectDNSelector constructor was passed an illegal subject DN.
090587, Error: The SubjectKeyIdentifierSelector constructor was passed an illegal subject key identifier.
090588, Error: The WLSCertPathBuilderResult constructor was passed an illegal Certpath.
090589, Error: The WLSJDKCertPathBuilder was passed an illegal CertPathParameters.
090590, Error: The WLSJDKCertPathValidator was passed an illegal CertPathParameters.
090591, Warning: The realm realm does not have any cert path providers configured. To correct the problem, configure at least one cert path provider.
090592, Warning: The realm realm does not have a cert path builder configured. To correct the problem, select one of the realm"s cert path providers as the realm"s cert path builder.
090593, Warning: The realm realm has an illegal cert path builder configured. To correct the problem, select one of the realm"s cert path providers as the realm"s cert path builder.
090594, Error: The provider cert path security provider was passed an illegal CertPathParameters.
090595, Error: The provider cert path security provider was passed an illegal CertPathParameters.
